timestamp,station_id,sensor_tag
2025-07-29T09:34:00,36,H
2025-07-29T11:14:00,36,H
2025-07-29T11:15:00,37,H
2025-07-29T11:46:00,68,H
2025-07-29T12:55:00,37,H
2025-07-29T13:26:00,68,H
2025-07-29T15:19:00,81,T
2025-07-29T16:05:00,27,H
2025-07-29T16:59:00,81,T
2025-07-29T17:45:00,27,H
2025-07-29T21:49:00,71,T
2025-07-29T23:04:00,46,T
2025-07-29T23:09:00,51,H
2025-07-29T23:29:00,71,T
2025-07-30T00:44:00,46,T
2025-07-30T00:49:00,51,H
2025-07-30T01:09:00,71,T
2025-07-30T02:49:00,71,T
2025-07-30T07:32:00,54,H
2025-07-30T08:47:00,29,H
2025-07-30T11:18:00,80,H
2025-07-30T12:11:00,33,H
2025-07-30T12:58:00,80,H
2025-07-30T16:37:00,99,H
2025-07-30T17:43:00,65,P
2025-07-30T18:17:00,99,H
2025-07-30T19:23:00,65,P
2025-07-30T19:50:00,92,P
2025-07-30T21:30:00,92,P
2025-07-31T02:37:00,99,P
2025-07-31T04:17:00,99,P
2025-07-31T09:57:00,39,P
2025-07-31T10:19:00,61,P
2025-07-31T11:10:00,12,H
2025-07-31T11:37:00,39,P
2025-07-31T11:59:00,61,P
2025-07-31T12:50:00,12,H
2025-07-31T14:25:00,7,T
2025-07-31T16:05:00,7,T
2025-07-31T18:10:00,32,T
2025-07-31T19:14:00,96,H
2025-07-31T19:50:00,32,T
2025-07-31T20:54:00,96,H
2025-07-31T23:17:00,39,T
2025-08-01T00:57:00,39,T
2025-08-01T05:38:00,20,T
2025-08-01T06:56:00,98,P
2025-08-01T07:18:00,20,T
2025-08-01T08:36:00,98,P
2025-08-01T17:40:00,42,P
2025-08-01T17:47:00,49,P
2025-08-01T19:12:00,34,T
2025-08-01T19:20:00,42,P
2025-08-01T19:27:00,49,P
2025-08-01T20:52:00,34,T
2025-08-02T03:51:00,53,H
2025-08-02T03:56:00,58,T
2025-08-02T05:31:00,53,H
2025-08-02T05:36:00,58,T
2025-08-02T08:58:00,60,T
2025-08-02T09:54:00,16,P
2025-08-02T10:38:00,60,T
2025-08-02T11:34:00,16,P
2025-08-02T15:22:00,44,H
2025-08-02T15:35:00,57,P
2025-08-02T17:02:00,44,H
2025-08-02T17:15:00,57,P
2025-08-02T19:12:00,74,P
2025-08-02T20:52:00,74,P
2025-08-02T23:16:00,18,T
2025-08-03T00:56:00,18,T
2025-08-03T09:23:00,25,T
2025-08-03T09:30:00,32,P
2025-08-03T11:03:00,25,T
2025-08-03T11:10:00,32,P
2025-08-03T12:20:00,2,T
2025-08-03T14:00:00,2,T
2025-08-03T19:50:00,52,T
2025-08-03T21:15:00,37,T
2025-08-03T21:30:00,52,T
2025-08-03T22:55:00,37,T
2025-08-04T02:16:00,38,P
2025-08-04T03:06:00,88,T
2025-08-04T03:56:00,38,P
2025-08-04T04:13:00,55,P
2025-08-04T04:46:00,88,T
2025-08-04T05:53:00,55,P
2025-08-04T08:34:00,16,T
2025-08-04T10:14:00,16,T
2025-08-04T11:35:00,97,H
2025-08-04T12:53:00,75,T
2025-08-04T13:15:00,97,H
2025-08-04T14:10:00,52,P
2025-08-04T14:33:00,75,T
2025-08-04T14:44:00,86,T
2025-08-04T15:50:00,52,P
2025-08-04T16:24:00,86,T
2025-08-04T17:11:00,33,P
2025-08-04T18:51:00,33,P
2025-08-05T01:25:00,27,T
2025-08-05T03:05:00,27,T
2025-08-05T11:51:00,53,P
2025-08-05T13:31:00,53,P
2025-08-05T16:37:00,39,T
2025-08-05T18:17:00,39,T
2025-08-06T00:39:00,21,H
2025-08-06T00:58:00,40,P
2025-08-06T01:51:00,93,P
2025-08-06T02:19:00,21,H
2025-08-06T02:38:00,40,P
2025-08-06T03:25:00,87,P
2025-08-06T03:31:00,93,P
2025-08-06T05:05:00,87,P
2025-08-06T05:33:00,15,P
2025-08-06T07:13:00,15,P
2025-08-06T08:02:00,64,H
2025-08-06T09:42:00,64,H
2025-08-06T11:02:00,44,H
2025-08-06T12:14:00,16,T
2025-08-06T12:42:00,44,H
2025-08-06T13:54:00,16,T
2025-08-06T15:41:00,23,P
2025-08-06T17:21:00,23,P
2025-08-06T18:08:00,70,P
2025-08-06T19:48:00,70,P
2025-08-06T20:58:00,40,H
2025-08-06T22:38:00,40,H
2025-08-07T06:46:00,28,T
2025-08-07T07:25:00,67,H
2025-08-07T08:08:00,10,H
2025-08-07T08:26:00,28,T
2025-08-07T09:05:00,67,H
2025-08-07T09:48:00,10,H
2025-08-07T12:19:00,61,T
2025-08-07T13:15:00,17,P
2025-08-07T13:59:00,61,T
2025-08-07T14:55:00,17,P
2025-08-07T18:40:00,42,P
2025-08-07T20:20:00,42,P
2025-08-07T23:39:00,41,H
2025-08-08T01:19:00,41,H
2025-08-08T04:46:00,48,H
2025-08-08T04:47:00,49,H
2025-08-08T06:26:00,48,H
2025-08-08T06:27:00,49,H
2025-08-08T12:31:00,13,T
2025-08-08T14:11:00,13,T
2025-08-08T15:12:00,74,T
2025-08-08T16:52:00,74,T
2025-08-08T18:57:00,99,H
2025-08-08T20:37:00,99,H
2025-08-08T22:38:00,20,P
2025-08-08T23:06:00,48,P
2025-08-09T00:18:00,20,P
2025-08-09T00:46:00,48,P
2025-08-09T01:10:00,72,T
2025-08-09T02:50:00,72,T
2025-08-09T04:03:00,45,T
2025-08-09T05:43:00,45,T
2025-08-09T06:08:00,70,P
2025-08-09T07:48:00,70,P
2025-08-09T14:29:00,71,T
2025-08-09T16:09:00,71,T
2025-08-09T19:06:00,48,P
2025-08-09T20:46:00,48,P
2025-08-09T21:02:00,64,H
2025-08-09T21:21:00,83,T
2025-08-09T21:32:00,94,H
2025-08-09T22:42:00,64,H
2025-08-09T23:01:00,83,T
2025-08-09T23:12:00,94,TH
2025-08-10T00:41:00,83,T
2025-08-10T00:52:00,94,T
2025-08-10T01:31:00,33,H
2025-08-10T02:21:00,83,T
2025-08-10T03:11:00,33,H
2025-08-10T03:40:00,62,H
2025-08-10T05:20:00,62,H
2025-08-10T12:41:00,3,T
2025-08-10T14:21:00,3,T
2025-08-10T16:54:00,56,H
2025-08-10T17:56:00,18,P
2025-08-10T18:34:00,56,H
2025-08-10T19:36:00,18,P
